Id,linkedin_id,platform,company,platform_job_id,platform_link
1,4184727388,dawnfoods,jobs,1273693200,https://jobs.dawnfoods.com/job/Any-City-AI-Engineer-Any/1273693200/
2,4184482849,ycombinator,www,IxYU3NB-ai-engineer-sales,https://www.ycombinator.com/companies/harper/jobs/IxYU3NB-ai-engineer-sales
3,4183407629,Workday,epiqsystems,AI-Research-Engineer_R0030483,https://epiqsystems.wd5.myworkdayjobs.com/Epiq_Careers/job/USA-Overland-Park-KS-11880-College-Blvd-Suite-200/AI-Research-Engineer_R0030483
4,4188136947,Ashby,luma-ai,e0fb2d12-3948-4da3-8a59-fc4d9c024e65,https://jobs.ashbyhq.com/luma-ai/e0fb2d12-3948-4da3-8a59-fc4d9c024e65
5,4133543277,snowflake,careers,Software-Engineer-LLM-infrastructure,https://careers.snowflake.com/us/en/job/SNCOUS6B8500F888AB4B83A1D4EC6CBFEC6B79EXTERNALENUS49091A2A3B674E64AE289F7535852C73/Software-Engineer-LLM-infrastructure
6,4133537963,snowflake,careers,Software-Engineer-LLM-infrastructure,https://careers.snowflake.com/us/en/job/SNCOUS6B8500F888AB4B83A1D4EC6CBFEC6B79EXTERNALENUS49091A2A3B674E64AE289F7535852C73/Software-Engineer-LLM-infrastructure
7,4183492343,pubmatic,careers,1258043500,https://careers.pubmatic.com/job/Redwood-City-SeniorPrincipal-Machine-Learning-Engineer%2C-Performance-DSP-CA-94061/1258043500/
8,4184703027,workforcenow,workforcenow,recruitment.html,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html
9,4184496964,workforcenow,workforcenow,recruitment.html,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html
10,4184703029,workforcenow,workforcenow,recruitment.html,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html
11,4187608209,apexsystems,www,mlai-engineer,https://www.apexsystems.com/job/2067429_usa/mlai-engineer
12,4183438791,dice,www,56a91406-daf2-46a7-958c-570ba7ab39f7,https://www.dice.com/job-detail/56a91406-daf2-46a7-958c-570ba7ab39f7
13,4183491546,pubmatic,careers,1071025800,https://careers.pubmatic.com/job/Redwood-City-Senior-Machine-Learning-Engineer-CA-94061/1071025800/
14,4167319351,pinterestcom,www,staff-machine-learning-engineer-curation-ml,https://www.pinterestcareers.com/jobs/6604882/staff-machine-learning-engineer-curation-ml/
15,4188139778,Ashby,luma-ai,06af3f89-c12e-4462-ad1a-753d02c0bb73,https://jobs.ashbyhq.com/luma-ai/06af3f89-c12e-4462-ad1a-753d02c0bb73
16,4183488360,ats,ats,8eeaa1e0-5e07-41c2-b764-43640cb65cff,https://ats.rippling.com/mytra/jobs/8eeaa1e0-5e07-41c2-b764-43640cb65cff
17,4067487850,Ashby,sevenai,f9e17dae-6ad4-4b86-a0cd-55c3b450b7f7,https://jobs.ashbyhq.com/sevenai/f9e17dae-6ad4-4b86-a0cd-55c3b450b7f7
18,4187804393,sbrassring,sjobs,HomeWithPreLoad,https://sjobs.brassring.com/TGnewUI/Search/home/HomeWithPreLoad
19,4183438845,dice,www,4ee95b48-1bbb-4741-a0a1-4fb9239654de,https://www.dice.com/job-detail/4ee95b48-1bbb-4741-a0a1-4fb9239654de
20,4185268264,lensa,lensa,6084413446ec414bb1db6e96b47e34b4tjo1,https://lensa.com/cgw/6084413446ec414bb1db6e96b47e34b4tjo1
21,4187812996,SmartRecruiters,jobs,744000048413406-lead-machine-learning-engineer-machine-learning-platform,https://jobs.smartrecruiters.com/Visa/744000048413406-lead-machine-learning-engineer-machine-learning-platform
22,4183396135,dice,www,0431a282-d893-421a-86d3-9e2a2cc21104,https://www.dice.com/job-detail/0431a282-d893-421a-86d3-9e2a2cc21104
23,4188115918,Ashby,waveforms-ai,de656b50-4b67-4047-b1c7-5db28d9fecef,https://jobs.ashbyhq.com/waveforms-ai/de656b50-4b67-4047-b1c7-5db28d9fecef/application
24,4167285721,amazon,www,technical-program-manager-genai-amazon-bedrock-gtm,https://www.amazon.jobs/en/jobs/2909870/technical-program-manager-genai-amazon-bedrock-gtm
25,4187609851,amazon,www,principal-worldwide-specialist-solutions-architect-genai-amazon-bedrock-strategic-pursuit-team-amazon-bedrock-strategic-pursuit-team,https://www.amazon.jobs/en/jobs/2929419/principal-worldwide-specialist-solutions-architect-genai-amazon-bedrock-strategic-pursuit-team-amazon-bedrock-strategic-pursuit-team
26,4187610624,amazon,www,principal-worldwide-specialist-solutions-architect-genai-amazon-bedrock-strategic-pursuit-team-amazon-bedrock-strategic-pursuit-team,https://www.amazon.jobs/en/jobs/2929419/principal-worldwide-specialist-solutions-architect-genai-amazon-bedrock-strategic-pursuit-team-amazon-bedrock-strategic-pursuit-team
27,4167282911,amazon,www,technical-program-manager-genai-amazon-bedrock-gtm,https://www.amazon.jobs/en/jobs/2909870/technical-program-manager-genai-amazon-bedrock-gtm
28,4185219055,mygwork,mygwork,amazon-principal-worldwide-specialist-solutions-architect-genai-amazon-bedrock-strategic-pursuit-team-amazon-bedrock-strategic-pursuit-team,https://mygwork.com/jobs/amazon-principal-worldwide-specialist-solutions-architect-genai-amazon-bedrock-strategic-pursuit-team-amazon-bedrock-strategic-pursuit-team
29,4183405415,apploi,jobs,746555,https://jobs.apploi.com/view/746555
30,4183399993,apploi,jobs,699581,https://jobs.apploi.com/view/699581
31,4183443540,apploi,jobs,746556,https://jobs.apploi.com/view/746556
32,4185265460,lensa,lensa,dfa7c9263bcc4f48b9eabc341a27c1eftjo1,https://lensa.com/cgw/dfa7c9263bcc4f48b9eabc341a27c1eftjo1
33,4187676063,royalcaribbeangroup,jobs,1215850900,https://jobs.royalcaribbeangroup.com/job/Miami-Lead-Machine-Learning-Engineer-FL-33132/1215850900/
34,4183911529,shopify,www,machine-learning-platform-engineers_06e3fa1b-9329-4fd7-9b81-c53a215adbb4,https://www.shopify.com/careers/machine-learning-platform-engineers_06e3fa1b-9329-4fd7-9b81-c53a215adbb4
35,4183466810,Greenhouse,anthropic,4585606008,https://boards.greenhouse.io/anthropic/jobs/4585606008
36,4184466140,Greenhouse,offerfit,4541078005,https://boards.greenhouse.io/offerfit/jobs/4541078005
37,4167391860,Greenhouse,okx,6486772003,https://job-boards.greenhouse.io/okx/jobs/6486772003
38,4031358298,Greenhouse,wayve,7652571002,https://boards.greenhouse.io/wayve/jobs/7652571002
39,4185267305,lensa,lensa,96e5b383623647e2b8d729d3fdef14c6tjo1,https://lensa.com/cgw/96e5b383623647e2b8d729d3fdef14c6tjo1
40,4187895265,Greenhouse,offerfit,4541078005,https://boards.greenhouse.io/offerfit/jobs/4541078005
41,4183439606,dice,www,e176aaf8-0403-4626-b807-a199ed74e84c,https://www.dice.com/job-detail/e176aaf8-0403-4626-b807-a199ed74e84c
42,4167314886,pinterestcom,www,staff-machine-learning-engineer-curation-ml,https://www.pinterestcareers.com/jobs/6604882/staff-machine-learning-engineer-curation-ml/
43,4164793667,lifeattiktok,lifeattiktok,7475152462057883912,https://lifeattiktok.com/search/7475152462057883912
44,4183936627,platform,platform,,https://platform.torc.dev/
45,4185263688,lensa,lensa,001d8c22fb30484b95596a943ab7a83atjo1,https://lensa.com/cgw/001d8c22fb30484b95596a943ab7a83atjo1
46,4183909055,dice,www,4f7a2516-5514-423d-b81f-bac91f763a19,https://www.dice.com/job-detail/4f7a2516-5514-423d-b81f-bac91f763a19
47,4188141615,Ashby,luma-ai,a3ca4dff-bd70-4495-9b8b-3222abbbd056,https://jobs.ashbyhq.com/luma-ai/a3ca4dff-bd70-4495-9b8b-3222abbbd056
48,4188198474,snowflake,careers,Senior-Software-Engineer-Machine-Learning-Platform,https://careers.snowflake.com/us/en/job/SNCOUS00B17AD1B06B4C89A94C974B6F690EE3EXTERNALENUS31AB9B913350427794BB6C56158CB353/Senior-Software-Engineer-Machine-Learning-Platform
49,4185264444,lensa,lensa,b9f4b26b72184297af6541299c5d9854tjo1,https://lensa.com/cgw/b9f4b26b72184297af6541299c5d9854tjo1
50,4188144132,Ashby,luma-ai,451bc08a-e9ca-4977-b6f1-2613a73efdc3,https://jobs.ashbyhq.com/luma-ai/451bc08a-e9ca-4977-b6f1-2613a73efdc3
51,4183397108,dice,www,d5839dbc-7d2e-4432-8c97-dabecd70fd35,https://www.dice.com/job-detail/d5839dbc-7d2e-4432-8c97-dabecd70fd35
52,4188132745,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
53,4188119141,motionrecruitment,motionrecruitment,769639,https://motionrecruitment.com/tech-jobs/los-angeles/direct-hire/data-scientist-engineer-san-jose-ca/769639
54,4185267232,lensa,lensa,2af45a6c93b741dca818497eabd13abdtjo1,https://lensa.com/cgw/2af45a6c93b741dca818497eabd13abdtjo1
55,4185639513,microsoft,jobs,1814491,https://jobs.careers.microsoft.com/global/en/job/1814491
56,4188133504,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
57,4185262710,lensa,lensa,4ae921bc08924af6b09a2970631ca275tjo1,https://lensa.com/cgw/4ae921bc08924af6b09a2970631ca275tjo1
58,4188171364,synapsehealth,synapsehealth,job-postings,https://synapsehealth.com/job-postings/
59,4188133500,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
60,4185244861,freestar,freestar,careers,https://freestar.com/careers/
61,4188145022,Ashby,luma-ai,55cb4576-d2cb-4775-a492-32bae2566a8f,https://jobs.ashbyhq.com/luma-ai/55cb4576-d2cb-4775-a492-32bae2566a8f
62,4188136141,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
63,4188147466,Workday,navexglobal,Principal-Software-Engineer--Data_R5600,https://navexglobal.wd5.myworkdayjobs.com/NAVEX/job/Hybrid-Lake-Oswego-OR/Principal-Software-Engineer--Data_R5600
64,4188176466,secure4,secure4,6167768.careers,https://secure4.saashr.com/ta/6167768.careers
65,4185621506,predictive-strategies-inc,predictive-strategies-inc,new,https://predictive-strategies-inc.careerplug.com/jobs/2885900/apps/new
66,4183425835,lifeattiktok,lifeattiktok,7482821717053966599,https://lifeattiktok.com/search/7482821717053966599
67,4185266326,lensa,lensa,89dc41d6309a4227a540e83cc2493d2etjo1,https://lensa.com/cgw/89dc41d6309a4227a540e83cc2493d2etjo1
68,4188136143,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
69,4187475185,Workday,altera,FPGA-Machine-Learning-Overlay-and-Compiler-Engineer_R00405,https://altera.wd1.myworkdayjobs.com/Altera/job/Bloor-St-1/FPGA-Machine-Learning-Overlay-and-Compiler-Engineer_R00405
70,4188144135,Ashby,luma-ai,5e6c11ba-de76-4e0c-a024-1003693754eb,https://jobs.ashbyhq.com/luma-ai/5e6c11ba-de76-4e0c-a024-1003693754eb
71,4183921113,talent,www,view,https://www.talent.com/view
72,4187878278,wbd,careers,Senior-Data-Engineer,https://careers.wbd.com/global/en/job/WAMEGLOBALR000086785EXTERNALENGLOBAL/Senior-Data-Engineer
73,4185206835,energyjobline,www,senior-software-engineer-bioinformatics-24988441,https://www.energyjobline.com/job/senior-software-engineer-bioinformatics-24988441
74,4185269278,lensa,lensa,321a573d51714c389ce69fb5b701ff93tjo1,https://lensa.com/cgw/321a573d51714c389ce69fb5b701ff93tjo1
75,4188131837,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
76,4188141614,Ashby,luma-ai,07163f25-c1a8-4242-9c0c-6f7bc2e9dbbe,https://jobs.ashbyhq.com/luma-ai/07163f25-c1a8-4242-9c0c-6f7bc2e9dbbe
77,4185640897,Workday,analogdevices,Senior-Front-end-Engineer_R250119-1,https://analogdevices.wd1.myworkdayjobs.com/External/job/US-MA-Boston/Senior-Front-end-Engineer_R250119-1
78,4188143966,datadoghq,careers,6719641,https://careers.datadoghq.com/detail/6719641/
79,4185220560,Lever,scribd,e75bb74e-ffb1-4058-81c9-dca99c6e4fda,https://jobs.lever.co/scribd/e75bb74e-ffb1-4058-81c9-dca99c6e4fda/apply
80,4185262728,lensa,lensa,3ae951962b634cadab1db037f35bf95atjo1,https://lensa.com/cgw/3ae951962b634cadab1db037f35bf95atjo1
81,4188135322,Workday,workiva,Senior-Analytics-Engineer_R9569,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Analytics-Engineer_R9569
82,4185244307,ycombinator,www,JgUbavE-senior-software-engineer,https://www.ycombinator.com/companies/thera/jobs/JgUbavE-senior-software-engineer
83,4188141613,Ashby,luma-ai,c248d8ff-a8de-44cb-83ff-c6845f3848a2,https://jobs.ashbyhq.com/luma-ai/c248d8ff-a8de-44cb-83ff-c6845f3848a2
84,4188153859,relanto,relanto,80012,https://relanto.keka.com/careers/jobdetails/80012
85,4185607883,tatatechnologies,tatatechnologies,candidate,https://tatatechnologies.ripplehire.com/candidate/
86,4183943759,Greenhouse,abodo,6526002,https://job-boards.greenhouse.io/abodo/jobs/6526002
87,4185262745,lensa,lensa,424d87fa84614eb9abf4a432ab16021ctjo1,https://lensa.com/cgw/424d87fa84614eb9abf4a432ab16021ctjo1
88,4188219499,Greenhouse,drweng,5510899,https://boards.greenhouse.io/drweng/jobs/5510899
89,4188131819,Workday,workiva,Senior-Software-Engineer---Sustainability_R10051,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Software-Engineer---Sustainability_R10051
90,4188145740,Workday,navexglobal,Senior-Staff-Software-Engineer_R5701,https://navexglobal.wd5.myworkdayjobs.com/NAVEX/job/Hybrid-Lake-Oswego-OR/Senior-Staff-Software-Engineer_R5701
91,4188145017,Ashby,luma-ai,7e0221c2-91f1-464b-806b-6f7c9b671e39,https://jobs.ashbyhq.com/luma-ai/7e0221c2-91f1-464b-806b-6f7c9b671e39
92,4188154655,relanto,relanto,80020,https://relanto.keka.com/careers/jobdetails/80020
93,4185652203,Greenhouse,carta,6082132003,https://job-boards.greenhouse.io/carta/jobs/6082132003
94,4188143962,Workday,navexglobal,Senior-Software-Engineer_R5721,https://navexglobal.wd5.myworkdayjobs.com/NAVEX/job/Hybrid-Lake-Oswego-OR/Senior-Software-Engineer_R5721
95,4185266305,lensa,lensa,ef2dbd4161aa41a48ffb4852ab2b966etjo1,https://lensa.com/cgw/ef2dbd4161aa41a48ffb4852ab2b966etjo1
96,4188138123,Workday,workiva,Senior-Data-Engineer_R9894,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Senior-Data-Engineer_R9894
97,4183950416,Workday,cambiumlearning,Senior-Fullstack-Software-Engineer--Rust-Focused_REQ-3954,https://cambiumlearning.wd1.myworkdayjobs.com/camb/job/Remote/Senior-Fullstack-Software-Engineer--Rust-Focused_REQ-3954
98,4188145018,Ashby,luma-ai,96d059ad-9ccb-4991-8354-ca65e54ec380,https://jobs.ashbyhq.com/luma-ai/96d059ad-9ccb-4991-8354-ca65e54ec380
99,4188009027,disneycom,www,78858909248,https://www.disneycareers.com/en/job/-/-/391/78858909248
100,4185270056,lensa,lensa,c0e8eae60fb94ae2880558e929181bb1tjo1,https://lensa.com/cgw/c0e8eae60fb94ae2880558e929181bb1tjo1
101,4183956479,dice,www,09fcc26d-6578-42e8-967c-b0e0c97e0571,https://www.dice.com/job-detail/09fcc26d-6578-42e8-967c-b0e0c97e0571
102,4188150284,Workday,navexglobal,Senior-Staff-Software-Engineer_R5724-1,https://navexglobal.wd5.myworkdayjobs.com/NAVEX/job/Hybrid-Lake-Oswego-OR/Senior-Staff-Software-Engineer_R5724-1
103,4185620530,care-it-services-inc,care-it-services-inc,new,https://care-it-services-inc.careerplug.com/jobs/2885496/apps/new
104,4188130900,Workday,workiva,Staff-Software-Engineer---Site-Reliability_R9272-3,https://workiva.wd1.myworkdayjobs.com/careers/job/USA---Remote/Staff-Software-Engineer---Site-Reliability_R9272-3
105,4183953555,dice,www,6ee02f46-c59b-4316-83b0-6bb13ceaea87,https://www.dice.com/job-detail/6ee02f46-c59b-4316-83b0-6bb13ceaea87
106,4183960313,coupang,www,principal-machine-learning-engineer,https://www.coupang.jobs/en/jobs/6183279/principal-machine-learning-engineer/
107,4188013612,lensa,lensa,1cd8d50ae1f7456f99378b501721f50btjo1,https://lensa.com/cgw/1cd8d50ae1f7456f99378b501721f50btjo1
108,4185647713,Workday,fifththird,Lead-Data-Engineer---Machine-Learning-Operations-Focus_R57305,https://fifththird.wd5.myworkdayjobs.com/en-US/53careers/job/Cincinnati-OH/Lead-Data-Engineer---Machine-Learning-Operations-Focus_R57305
109,4183950506,metafic,metafic,python-fullstack-developer,https://metafic.co/python-fullstack-developer/
110,4185262633,lensa,lensa,8714ce14f81f48b28ed2fc6af72dadaetjo1,https://lensa.com/cgw/8714ce14f81f48b28ed2fc6af72dadaetjo1
111,4183956383,dice,www,30ea296b-dce0-46a8-9e67-594f634b743d,https://www.dice.com/job-detail/30ea296b-dce0-46a8-9e67-594f634b743d
112,4183959301,coupang,www,principal-backend-engineer-ai-infra,https://www.coupang.jobs/en/jobs/6479119/principal-backend-engineer-ai-infra/
113,4185627646,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
114,4188139789,Ashby,luma-ai,339699ef-a4ed-48fa-a886-6e51abf6c1de,https://jobs.ashbyhq.com/luma-ai/339699ef-a4ed-48fa-a886-6e51abf6c1de
115,4185220082,mygwork,mygwork,amazon-software-development-engineer-alexa-smart-home-25,https://mygwork.com/jobs/amazon-software-development-engineer-alexa-smart-home-25
116,4185267267,lensa,lensa,ae300163fb024c2a90f327efe1cfc285tjo1,https://lensa.com/cgw/ae300163fb024c2a90f327efe1cfc285tjo1
117,4183955487,dice,www,5f437f67-2874-4177-88f8-cf7b104c2f32,https://www.dice.com/job-detail/5f437f67-2874-4177-88f8-cf7b104c2f32
118,4185258845,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
119,4188136945,Ashby,luma-ai,e6983d5d-2af9-4512-b27a-442648736363,https://jobs.ashbyhq.com/luma-ai/e6983d5d-2af9-4512-b27a-442648736363
120,4185214879,mygwork,mygwork,amazon-software-development-engineer-pxt-central-science-,https://mygwork.com/jobs/amazon-software-development-engineer-pxt-central-science-
121,4185214899,mygwork,mygwork,amazon-sr-software-development-engineer-defensive-security-vmr-engineering-2,https://mygwork.com/jobs/amazon-sr-software-development-engineer-defensive-security-vmr-engineering-2
122,4188222536,instacart,instacart,job,https://instacart.careers/job/
123,4185265445,lensa,lensa,58abee1df9c64f9f87363968633a1bc4tjo1,https://lensa.com/cgw/58abee1df9c64f9f87363968633a1bc4tjo1
124,4183958056,dice,www,b2436aa7-c678-4cf8-9f82-17767cd99c8d,https://www.dice.com/job-detail/b2436aa7-c678-4cf8-9f82-17767cd99c8d
125,4185633248,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
126,4185219068,mygwork,mygwork,amazon-software-development-engineer-pxt-central-science--1,https://mygwork.com/jobs/amazon-software-development-engineer-pxt-central-science--1
127,4188137965,Ashby,luma-ai,a2feb190-455d-45e6-b488-7ac840f30fbd,https://jobs.ashbyhq.com/luma-ai/a2feb190-455d-45e6-b488-7ac840f30fbd
128,4185267279,lensa,lensa,18bbe12cecd24cc2865b127509467a25tjo1,https://lensa.com/cgw/18bbe12cecd24cc2865b127509467a25tjo1
129,4183951832,dice,www,75d6a6d0-7bbf-48e0-815c-0c45b4d31477,https://www.dice.com/job-detail/75d6a6d0-7bbf-48e0-815c-0c45b4d31477
130,4185262326,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
131,4183953672,dice,www,c02c09a7-839c-4660-872d-42d96a562932,https://www.dice.com/job-detail/c02c09a7-839c-4660-872d-42d96a562932
132,4185270019,lensa,lensa,ab44bedc04ce4c1bb764a87a13b64d19tjo1,https://lensa.com/cgw/ab44bedc04ce4c1bb764a87a13b64d19tjo1
133,4185261545,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
134,4185267223,lensa,lensa,d4763d7194d04a87a743e9cf38bd8c9dtjo1,https://lensa.com/cgw/d4763d7194d04a87a743e9cf38bd8c9dtjo1
135,4183954595,dice,www,86eaa669-e345-4e7e-9e25-1b4d24b255c7,https://www.dice.com/job-detail/86eaa669-e345-4e7e-9e25-1b4d24b255c7
136,4185632269,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
137,4185214883,mygwork,mygwork,amazon-business-intelligence-engineer-amazon-business-marketing-analytics-2,https://mygwork.com/jobs/amazon-business-intelligence-engineer-amazon-business-marketing-analytics-2
138,4185268248,lensa,lensa,13ea77f899fe4ad9abaca6b51c60b778tjo1,https://lensa.com/cgw/13ea77f899fe4ad9abaca6b51c60b778tjo1
139,4183951953,dice,www,17158f94-e0c5-4a32-b7fc-968682f36c1b,https://www.dice.com/job-detail/17158f94-e0c5-4a32-b7fc-968682f36c1b
140,4185630385,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
141,4183952817,dice,www,3799f6a7-ffd5-4703-b22d-efe921f79610,https://www.dice.com/job-detail/3799f6a7-ffd5-4703-b22d-efe921f79610
142,4185629536,kpmguscom,www,jobdetail,https://www.kpmguscareers.com/jobdetail/
143,4185264407,lensa,lensa,3577f805c36d4911b76f06cfd823c25ftjo1,https://lensa.com/cgw/3577f805c36d4911b76f06cfd823c25ftjo1
144,4183953667,dice,www,95167619-9e14-4cae-aa3a-53fe6becefff,https://www.dice.com/job-detail/95167619-9e14-4cae-aa3a-53fe6becefff
145,4183953610,dice,www,96513484-6312-4e6e-a347-9a104bcd6a24,https://www.dice.com/job-detail/96513484-6312-4e6e-a347-9a104bcd6a24
146,4183436872,dice,www,3fb4cd54-2093-4903-b81c-3692ea44e619,https://www.dice.com/job-detail/3fb4cd54-2093-4903-b81c-3692ea44e619
147,4183439488,dice,www,e308bec7-e24d-421e-9834-b6b457e2f640,https://www.dice.com/job-detail/e308bec7-e24d-421e-9834-b6b457e2f640
148,4183952821,dice,www,86649cc3-9921-42e3-ba00-cbe3a32cf1cb,https://www.dice.com/job-detail/86649cc3-9921-42e3-ba00-cbe3a32cf1cb
149,4184463972,qualitestgroup,careers,37280744,https://careers.qualitestgroup.com/job/Santa-Clara-17666-Gen-AI-Data-Architect-CA-95054/37280744/
